Habitación cerca del Camp Nou,350 €/mes,HABITACIÓ PRIVADA · 2 COMPANYS DE PIS
"2 Habitaciones. gastos incluidos, wifi. san pao s.famil",260 €/mes,HABITACIÓ PRIVADA · 2 COMPANYS DE PIS
Habitació moblada a la sagrera.,450 €/mes,HABITACIÓ PRIVADA · 1 COMPANY DE PIS
😱 HABITACIÓN AMPLIA Y MODERNA EN BARCELONA CENTRO,550 €/mes,HABITACIÓ PRIVADA · 1 COMPANY DE PIS
"Habitación individual en sants, piso limpio y trankilo",250 €/mes,HABITACIÓ PRIVADA · 2 COMPANYS DE PIS
"Renovada y confortable, luz y balcon muy centrica",350 €/mes,HABITACIÓ PRIVADA · 1 COMPANY DE PIS
SE ALQUILA HABITACION INDIVIDUAL,320 €/mes,HABITACIÓ PRIVADA · 3 COMPANYS DE PIS
alquilo avitacion para chica,300 €/mes,HABITACIÓ PRIVADA · 2 COMPANYS DE PIS
Habitación ventana grande luminosa centro Barcelona,500 €/mes,HABITACIÓ PRIVADA · 3 COMPANYS DE PIS
Habitación individual. Piso reformado,320 €/mes,HABITACIÓ PRIVADA · 2 COMPANYS DE PIS
Habitaciones simples en Marina,425 €/mes,HABITACIÓ PRIVADA · 1 COMPANY DE PIS
Habitación privada en Gracia,400 €/mes,HABITACIÓ PRIVADA · 3 COMPANYS DE PIS
Habitación disponible en Gracia,375 €/mes,HABITACIÓ PRIVADA · 3 COMPANYS DE PIS
Habitación doble + baño privado,690 €/mes,HABITACIÓ PRIVADA · 2 COMPANYS DE PIS
Habitacion en su justo precio!!!,300 €/mes,HABITACIÓ PRIVADA · 3 COMPANYS DE PIS
Habitación amueblada en séptimo luminoso,300 €/mes,HABITACIÓ PRIVADA · 3 COMPANYS DE PIS
Habitación libre en piso compartido,275 €/mes,HABITACIÓ PRIVADA · 3 COMPANYS DE PIS
Pisazo Modernista en Diamant! Habitación 3 Individual,500 €/mes,HABITACIÓ PRIVADA · 2 COMPANYS DE PIS
se alquila habitacion en un piso compartido,275 €/mes,HABITACIÓ PRIVADA · 3 COMPANYS DE PIS
Habitación en piso familiar,350 €/mes,HABITACIÓ PRIVADA · 3 COMPANYS DE PIS
Habitación luminosa cerca de la playa,370 €/mes,HABITACIÓ PRIVADA · 1 COMPANY DE PIS
habitacion individual en ático Sagrada Familia,300 €/mes,HABITACIÓ PRIVADA · 3 COMPANYS DE PIS
habitacion doble muy amplia,360 €/mes,HABITACIÓ PRIVADA · 2 COMPANYS DE PIS
"habitacion c/ galeria lateral. luminosa ,amplia.",470 €/mes,HABITACIÓ PRIVADA · 3 COMPANYS DE PIS
Habitación individual en Besòs,300 €/mes,HABITACIÓ PRIVADA · 4 COMPANYS DE PIS
Piso con fantastica vista en Gracia,600 €/mes,HABITACIÓ PRIVADA · 1 COMPANY DE PIS
Habitación Doble para 1 persona,400 €/mes,HABITACIÓ PRIVADA · 3 COMPANYS DE PIS
Preciosa habitación en Bac de Roda,400 €/mes,HABITACIÓ PRIVADA · 1 COMPANY DE PIS
ático con terraza,350 €/mes,HABITACIÓ PRIVADA · 1 COMPANY DE PIS
Habitación plaza cataluña,300 €/mes,HABITACIÓ PRIVADA · 4 COMPANYS DE PIS
Habitación interior en Entença,260 €/mes,HABITACIÓ PRIVADA · 3 COMPANYS DE PIS
private room+bathroom,550 €/mes,HABITACIÓ PRIVADA · 1 COMPANY DE PIS
Habitación con balcon cerca de la estación de Sants,400 €/mes,HABITACIÓ PRIVADA · 2 COMPANYS DE PIS
Habitación exterior Sagrada Familia,500 €/mes,HABITACIÓ PRIVADA · 1 COMPANY DE PIS
Double room with a view!,545 €/mes,HABITACIÓ PRIVADA · 3 COMPANYS DE PIS
Habitación a 5min. de Sants Estación.,300 €/mes,HABITACIÓ PRIVADA · 2 COMPANYS DE PIS
Happy Casa 😁 Habitación Doble con buena vibra,480 €/mes,HABITACIÓ PRIVADA · 4 COMPANYS DE PIS
HABITACION CON ENCANTO,450 €/mes,HABITACIÓ PRIVADA · 3 COMPANYS DE PIS
Quiet Room in Barcelona,450 €/mes,HABITACIÓ PRIVADA · CAP COMPANY DE PIS
Piso en Glòries a partir de 1 de febrero de 2021,550 €/mes,HABITACIÓ PRIVADA · 2 COMPANYS DE PIS
habitacion individual para chica.,300 €/mes,HABITACIÓ PRIVADA · 3 COMPANYS DE PIS
habitación amplia y amueblada en una zona accesible,400 €/mes,HABITACIÓ PRIVADA · 3 COMPANYS DE PIS
Habitación muy acogedora,350 €/mes,HABITACIÓ PRIVADA · 3 COMPANYS DE PIS
habitación doble con baño privado en Plaza Tetuan,500 €/mes,HABITACIÓ PRIVADA · 3 COMPANYS DE PIS
Fantastica casa en Guinardó,430 €/mes,HABITACIÓ PRIVADA · 5 COMPANYS DE PIS
habitacion en sants,400 €/mes,HABITACIÓ PRIVADA · 2 COMPANYS DE PIS
habitacion en sants,400 €/mes,HABITACIÓ PRIVADA · 2 COMPANYS DE PIS
Habitación exterior y acogedora 320 euros,320 €/mes,HABITACIÓ PRIVADA · 3 COMPANYS DE PIS
Habitación en Alquiler,400 €/mes,HABITACIÓ PRIVADA · 1 COMPANY DE PIS
Habitació doble a Gràcia (sense moblar),390 €/mes,HABITACIÓ PRIVADA · 2 COMPANYS DE PIS
